text,toxic
"Це так ОХУЄННО, що в мене сльози течуть.",1
"Нащо починати зустрічатися з хлопом, заздалегідь знаючи, що в нього маленький член,який тебе не задовільнить?",1
"А шухлядка з заначкою манить, пиздець",1
Ввімкнула собі лекцію на ютубі про одну хрінь.,1
Така баба що все зразу до писка пхає..,1
А я атвєчу що за хуйня,1
"Руки з жопи у нього, а він ще оно намагається домовитись, щоб його не звільняли",1
бляяяхаа як таке можливо взагалі ахаха,1
" бля, але ж я... вже придумала...",1
"Ти щойно описала причину того, чому я ліплю його в речення типу ""все максимально хуйово""",1
"ой, з тупими спорити немає сенсу) я люблю з розумними, типу дискусія і все таке с:",1
Коли настрій гівно-гівном одягаю шапку-пінгвіна і хожу так допоки не появляться перші промені хорошо настрою.,1
"всмислє Марк шлюха він ж такий прєкраснєнький, альо",1
"Коли вони з'являються, держава в сраці мала ті сім'ї.",1
Відкрий мою шухляду та опинися в чарівному світі хуїв.,1
"Придумуємо слова на 'Б' Лєна: блядь, баккарді, бісексуальність Я: БІХЕВІОРИЗМ",1
"Не пономаріо канєшн, але заїбало вже до крику.",1
" бля, ти мені свій запал до навчання віддав, а сам...",1
ДААА ДІМАСІК ДАВАЙ ХУЯРИТИ ДЗ НА ВСЮ МОШЧЬ!,1
Нахуя в тебе хуйовий настрій?,1
Дякую за такий класний подарок  Подарок блять.,1
ГПУ vs НАєБУ P.S. НАєБУ – це коли в жопу їбуть.,1
"Нахуя витрачати свій і чужий час, якщо можна все зразу сказати прямо.",1
"Проблему у вас самих, лікуйтеся бл.",1
У нас буде свій Антоній з блекджеком та шльондрами.,1
- трижди нахер - 27 - *уй з горба- велика скорость,1
"Кому це куди впиралось, якщо можна сидіти придумувати твіти про шлюх.",1
"Я, курва, свою кінцівку не відчувала взагалі)0)",1
Ніколи не була таким долбайобом як завжди.,1
"А по факту ти на хаті в Терні, де цілком можливо тебе виєпуть в жопку)0)0",1
У блядєй не задалось з опитуванням.,1
у нас на Чернігівщині заєбєнно говорять русько-укро-білоруською.,1
"Просто цікаво – куди і з чим побіжить звертатись ""власник"", котрий вважає що усіх наїбав?",1
"дивовижно, що в людей, які свого часу забили хуй на мене, з найдорожчих людей залишилась якраз я",1
"Не йдіть в універ, там срака.",1
"сука я хочу спати, а не іти на світову",1
з Ґанґадзє в сраку лупляться – нічого дивного.,1
"Бо якесь мудило втовкло їй в голову, що гарно коли велике.",1
"Як же заїбало, боже, мала ж такий хороший настрій, за шо",1
"Я знайшла емочку в бц і просто ""блядь, вони ще існують *звуки стігмати в голові*""",1
"Спершу агрилася, що сьогодні хуйовий день, а потім побачила, що на роботі в туалеті повісили туалетний папір з цуциками.",1
"передай підору, що я йому в обличча сцяв.  тричі.  тільки сьогодні.",1
А то останнім часом їбануті сни не дають нормально виспатись,1
"Починаючи від Московії, чи яке там ще болото до того було, (назва, яку варто їм повернути), і закінчуючи РФ.",1
"Звісно, я про якісне, а не про гімно з рота.",1
"Але я люблю усвідомлювати, що всі ці люди на зупинці о 5й ранку такі самі йобнуті, як і я.",1
Треба було прифотошопити чоловічі соски і жопу :),1
"Дійшло, що ти проїбав шанс стати ірландцем вже сьогодні.",1
"І знову, в пізду все, їду катати:)",1
"Тут чувак з подробицями описує секс так, шо я зара йобнуся.",1
"Фінське слово täynnä (повний) запам'ятовувала завдяки вислову ""täynnä піздєц"".",1
"Обісси собі їбло, мразь :3",1
Та ви там похуїли всі чи шо?!,1
"Якби не твіттер, про те, шо я долбайоб, знала б лише мама.",1
Солідарність і Удар тепер разом і чекаємо коли їм буде пздц.,1
я ніколи не буду важити 50кг...і похуй,1
"Настрій: з'їбати кудись в дєбрі Естонії, лишитися в глухому селі й торгувати рибою.",1
"твіт про політику. я вважаю, що старим пердунам варто сидіти вдома, бавити внуків і по тєліку шустера дивитись.",1
"Перелізу за комп, кину, забула, якийсь канадський хуй робив",1
"Але тепер бля, якщо спецом плюнути в лице комусь, не буде відмазки",1
"Заїбали ці люди з ахуєвшими фотками і пафосною жизнью в фейсбуці, які потім просять 100$ позичити.",1
"Зателефонувала подруга, сказала, що бачила на зупинці мого колишнього-мудака.",1
Хто проїхав свою зупинку і заїхав в територіальні єбєня - той я.,1
"Навіть Нахуй спокійно не злітаєш, скрізь суцільне наїбалово",1
"Вона дуже тонко розуміє, як треба з ними говорити і всю зустріч безперервно обкладала їх хуями гг",1
Ну от було все так охуєтітєльно  Якби не цей грьобаний день...,1
Народна бабська мудрість: намалювала одне око класно з 1го разу - з другим буде піздєц.,1
"Ми віддаємо тепло тим, кому воно нахуй не треба.",1
"бля, у фб знайомий запросив на науково-популярну конференцію inscience, і я згадала, що я аспірантка.",1
"Думала, вже дохуя, а їх лиш 12.",1
я вашє музична шльондра /с/  #фразадня #просточувакмеломан,1
Згадай як ти пиздиш мАлого і посміхнись,1
но поки в тебе виходить тільки пиздити мої мислі,1
"бля, ото істинна і бухі люди такі прикольні шо капец",1
" бля, не врахувала :DD",1
Коли вже доля буде милосердною та пошле мені благодатного похуїзму?,1
"ДПА - то херня, списати як раз плюнути",1
Ця сучка вирішила мене завстидати тим що в мене ліфон видно.,1
Посиділа на парі з якогось говна ще й відчула себе тупою бо не получилось в цьому говні розібратись.,1
...а заодно повичищаю звідти всю хуйню,1
Жіночі лайфхаки - це щось на межі між геніальністю та їбанутістю.,1
"бляхааааа, як же я люблю майкла щура і чуваків, які вставляють звуки у його програмах",1
діставай ніж і хуяч.,1
"Чоловіче, коли тобі сумно - напиши своїй жінці, бо вона в тебе ахуєнна!",1
"Це значить, що шлюх теж поміняють на нових?",1
"Netflix and chill, Hulu and rim job сукаааа ору",1
"А ви знаїте, городьські серед якої катигорії населення Педосів найбільше поширене лізьбіянцтво?",1
"Той момент, коли найстрьомніша дівчина класу стала красивою, а ти як була уйобіщем, так і лишилась.",1
"  пацан, якби ти знав, як похуй",1
"У мене є фотка, на якій моя жопа та ікона присутні разом.",1
"бляяяха, чим скоріше - тим краще) то одне з найкращих повнометражних аніме)",1
"Замість «єбать, ахуєнно» мушу казати «дуже добре», бо інакше шеф скаже «єбать, ти ахуєла, Соломія».",1
Але ці підари зазіхнули на святе!,1
"Хочеш, я привезу смужки та сама тобі вхуярю?",1
"Обох пар не було, ахуєть, зачєм я вилазила з ліжка",1
Хочу хуярити людей палками до кривавих сліз.,1
От інтересно: а коли це болт в сраці перейминували на гривені?Странна якась дикумунізація...,1
Як мона їбтися з нехристями і безбожниками?,1
"Написала майже половину статті, а блядський кіт водьоргнув провод від компа і все видалилось до бісової матері",1
"Надягнула костюм школьніци і пішла на форум, бо хулі",1
"я не матюкаюсь, я просто хуйово воспітаний (с)торож",1
"Викличте хтось санітарів тим, хто думає, що комусь не похуй на їхню думку.",1
Рук точно нема Бо сука чай розлив,1
Хуярю по ескалатору з їблом у передридальному стані зі збіркою Лермонтова в руках.,1
"Моє придане - це зайобаність, недолугі жарти та жопа.",1
"Я просив звичайну смс, а не в твіттері, блет.",1
"Бля, невже я настільки хуйово виглядаю?",1
"У мої обов'язки адміністратора не входило, блять, вбивати величезного павука, від'їбіться.",1
а бля ти ж в гуртожитку то ті що там зверху ?,1
Я свою сраку взагалі не відчуваю...,1
"Ти підходиш, а вони тебе хєрячать!",1
"сьогодні друге "": В оргів є лише дві проблеми на заходах: 1. ніхуя людей 2. дохуя людей #бути_оргом""",1
"У оптиміста склянка наполовину повна, а песимісту розкроять їбало її осколками.",1
Гівно в гавно на говні,1
"На одній сковорідці пригоріло, на іншій ще не готово Електроплита це ахуєнно",1
"Баба - це коли сама формуєш проблему, сама накручуєш себе, сама ж заспокоюєш потім.",1
"мені вже теж, через пару років знову заїбашу щось таке",1
"Поліція, дура в Франківську, Вапіано.",1
"- піскова, покажи свою мордяку  - тобі яку, верхню чи нижню?",1
"У кожній бабі є оце тупопьоздне ""Тре перевірити шо він пофавив.",1
"завжди чомусь думала, шо я мудра баба, а життя показує шо я таки ниюча тупа пізда",1
"їбать, я б ці на гроші всі Жигулі України скупила",1
"а він буде. бо це класика уєбня, замордованого комплексами, попри хуліарди грошей батька. чмо. не розумію американців.",1
найгірше виходить - не пиздіти про себе на загал. але хіба ж ви загал.,1
"Дайте номер Войцеха, скажу йому, шоб поставив вєнтілятори в купе, бо, курва, ЗАКРИЙТЕ ДУЄ!",1
А якщо вареники на сіськах заєбашити?,1
В тебе є свої пріколи Но ти далеко не мудак,1
"Не пішла сьогодні на роботу, бо мені хуйово.",1
"ура,навушники не проїбав,а просто вдома їх залишив...от вам і розтяпа...",1
"Піднакрила хандра, набрав сладостєй і їбашу.",1
"приїхали до улюбленого озера смажити мнясо і відпочивати очима, а тут нас оточили кацапи.",1
" бля, ти змусив мене ніхуйово так задуматись.",1
"Мене тіки шо просто порвало, я такого ще не чула: ""дайте мені ІКспресо"" Це шо блядь за кава така????",1
"Недобрий знак, коли тобі кажуть, шо тобі треба б йобаря.",1
"мені подобається мер Тернополя, мер Франика і мер Львова. а не подобається Віталій Адольфович Кернес. бляць.",1
"Цей кіт уїбан, він заслужив на страждання.",1
"Що то херня, що то і обидві ці херні...",1
"Блядб, що не онал літєга від антикурвапціваньєрів, так зашквар.",1
"Якби дівчата любили вухами, то вони б не лайкали стільки різнобарвної хуйні в інстаграмі.",1
"А то не знаю, шо з вами зроблю, зрадники!",1
"а хулє, в теперішньому світі всьо саменький робиш:)",1
"Зі шлюхами, блекджеком, ТОЛ, Димна Суміш, Esthetic Education, Lюk, АННА...",1
"- Твітер заміняє тобі і друга і дівчину - Шкода, що твітер не трахнеш, та?",1
Якась хуйня починає стукати мені у вікно.,1
"А можна єбало на нуль, я тебе прошу.",1
"Піздєц як люблю цих прижджих: ""А куди в жопу поїзда іти?"".",1
"Мене треба ганяти, як сидорову козу, щоб грошей обмаль, і я їбашила, їбашила і їбашила.",1
"так шо ДА. ето ціла ""культура"". плекається з любов'ю і передається "" наслєднікам""  хАхли с Кієва прієхалі, вийобавацца будут©",1
"якщо ви вважаєте, що вам гірше ніж мені, то шкрябніть це під хешем #вот_так_блять_живу а я почитаю і,може, втішусь",1
" бляха, ти то я)",1
"Тре братися за голову, доки ше є час, і вигрібати з цього гівна.",1
"Приходиш додомцю, а маман наєбошила коржиків з корицею.",1
"блять, рівне, шо там у вас проісходить?",1
"Знайте, якщо ми з вами зблизитися, то ви йобнуті",1
"Дипломи, олімпіади - то все хрінь.",1
"а мене і не розуміють, но чисто похуй",1
"Блять, даже не знаю що б це означало....",1
В сраку собі засунь ті скобки,1
що розбив подвійний склопакет кулаком... пиздів.,1
"Сука, єбав я то всьо в рот.",1
Розповідають про мандрівки і гарні сукі.,1
" сучка твереза, віддай її мені!",1
" коли монахам хочеться подрочити, як вони придушують бажання?",1
Народився бог на бляхах у лівонськім місті Рига.,1
"Але більшість наших жителів гірше за шльондр: арк, лнр, днр.",1
"сільпо хотіло наєбати мене на 30 грн, але ж я хоч і в окулярах, але сучка уважна",1
"Згадалось ""Макарєнко казав, що наябувати не педадогічно"".",1
"Хтось у тролейбусі везе відкриту фарбу, і нею так охуєнно пахне, що мені вже добре й спокійно.",1
Педосинно-український #словник: Добрідень-ти хто такий?Звітки приїхав і до кого?Шо привіз і кому?,1
Я рот ваш їбав ішаки.,1
"Звичайно я пздц лінива жопа, тому буду 2 години збиратись і нити...",1
"Подивився відоси з піздялками фанатів, фізуху ще звичайно треба качати",1
Як виявилось сьогодні багато хто готує #вареники RT : хулі всі сьогодні про #вареники постять?,1
"З п'ятниці оголошую тиждень лежання і дивіння в стелю, бо шось мені геть уже пиздець.",1
"люди не пишуть мейли, бо вони всі ліниві сраки",1
"Я не коментуватиму інтерв'ю Собчак,бо я,бля,навіть не знаю як це коментувати.",1
"Чому так стається, що де б ти не працював, а всі замовники - підари?",1
Що блять з шрифтами в твіттері сталось?,1
" у хлопчиків замість растіжопа, трапляється растіпузо ;)",1
" Само по собі це прізвище гарне, якщо не брати до уваги його носіїв-мудаків =)",1
"Ох, ніхуя собі, М1 Монеточку крутить.",1
І ще я не бачила як тп стрімлять свої бухові обличчя з якоїсь frat party чи ше чогось такого.,1
"з новою шлюхою, але в футболці, яку стирила в мене",1
Такого піздєца ше канєшно не було,1
"бля, ту дівчину, що врубала мультик, звати Женя...",1
"Це сука боляче, тупим ножем вздовж руки.",1
Щирішого ахуя на обличчі годі і шукати:),1
"Хай піде норм дощ, щоб Юля сука хоч намокла",1
Та пішло воно всьо нахуй,1
"Чого ж ви, суки, вдень спите?",1
Що я йобнулась на всю голову?,1
"Бля, ПєтяПробач) У нас тут серйозні теми, а я...",1
То вони так дрочать на Китай чи гонять з нього?),1
"А НАЙБИ ТИ СКИС КУРВА МАТЬ, ЄБАНИЙ ІНЬЯЗ. єбис коньом через три пізди.",1
"Забив гол за гуртожиток єбать круто, мене аж пре",1
"підобіра, який кричить шлюха  Бачпв би ти цю малолєтню мадєль :D",1
Йобніть мене хтось щоб я зараз не купили спортивні лосіни за дохуя $$,1
- Як мене бісить ця херня.,1
"* коли навколо робиться якась дічь,і ти така ну бля, жила ж нормально, за шо*",1
Пішло воно всьо буду вчити історію  бо я хочу а там ті всі мови і тд пішли в сраку,1
"Блять, ви колись пробували пояснити влитій людині КОЛІР?",1
"Нині піздєцово знизився тиск, думала вже, що впаду, вдарюся головою об гострий кут сходів і помру.",1
"бля, Володь, з тебе ніхуйний керівник вийде",1
"Сьомич топовий мілашка)0)0)0 А я тут так, ше тверезий і не натворив хуйні))))",1
Щойно у вікно офісу з усього маху уїбався голуб.,1
"Війна заїбала, fuck the war, давайте радіти і грати музику, ага",1
"І так, Шусс з Вольвіком: Зе Нью Колосус чи невїбенно непочатий край роботи?",1
"тебе не вбити з твоъм то досвыдом подорожей що ви всі компліментите, бляха, Манжула!",1
Ось тільки тиждень назад пояснювала другу з Грузії чому в мене країна Росія викликає лише блювотний рефлекс.,1
"Ні, не розумієте  (Відсилка до хуйової реклами)",1
"висновок: дуже затягнуто, дуже багато непотрібних паралелей, хоча є й дуже класні. виїбати нікого після перегляду не захотілося",1
"до цього мене жизнь не готовила, бля",1
- Ну оця #курватві - Може #укртві ?,1
факмоймозг Бабкін це блондин?,1
"Однокурсник: Так чисто по культурному, хоч піздитись, чи шоб я вибачився?",1
"завтра це все закінчиться, і ми всі дружно побіжимо обсирати бляхарів, так що розслабтесь :)",1
"То він просто мене вживу не бачив, ото ахуєє бідний)0)",1
Завтра поїду роздавати їй піздюлів.,1
"Сьогодні лягаю раніше, бо піздєц як хуйово.",1
" та бля, я вже така схарена, що на зло хочу то написати.",1
"а ти йдеш на хуй, як...",1
"Стільки людей на планеті, а найбільш йобнуті завжди біля тебе.",1
"#np Korpiklaani - Tapporauta шило в сраці пре через край, мені хочеться почути це наживо і добряче так відірватись",1
таке враження ніби там воднева бомба вибухає і за секунду нам всі пизда)))),1
"Мудаки всюди, очі мають бачити, що беруть.",1
"*граємо в Еліас* -""В дрєвнєм Рімє пізділісь хуї..""",1
"Бля, зара ми з нею одне обличчя",1
"Таке враження, шо будь-яке слово в англійській на сленговій мові означає член чи єблю.",1
"Та вчора ж людина яка це зробила писала, що фейк і що цей фейк завтра тягатимуть інтернетами свідки перхотної залупи.",1
"Нікіта, перебиваючи: в жопу дітей!",1
"Вона - як шоколадна крамниця, де купа всього смачного, а грошей, бл*ть, мало.",1
на неї тоже похуй но мене полюбе більше люблять,1
"Це були просто ахуїтєльнійші вихідні Дякую всім людям, які зробили їх незабутніми",1
"всі пиздять, не треба цього забувати",1
"О, ще одна нова дратуюча хуйня в сповіщеннях",1
"Типу ""бро, я найшов тобі норм варіант на потрахатись""?",1
"Боженька, якого хуя, за які блять гріхи, ти зробив мене вболівальником Динамо Київ?!",1
"картинка пздц. в мене є маленька мрія: путін, сука, здохни!",1
"В брюссельському аеропорту черга на вхід, перевірка, зроблена на ат'єбісь, всі йдуть через сусідньою доріжкою і норм.",1
ідіть в хуй з тою поєбєнню,1
"І я тут не пиздякаю, наприклад.",1
"Я стояла в ахуї, а в її очах було німе ""ну й тупа""",1
Зараз би всі проблеми зводити до недойобу.,1
Тому що мене заїбало все це!,1
"Я б її захуєсосив там, чесне слово",1
"ХУЯСЕНЬ Не знаю, як вони, а я люблю залипати на довговолосих бородатих мужиків",1
"Я б тебе виїбав, але не просто для кількості.",1
"ох то піздєц. добре, чувак, що я тебе не фолловлю. вбила би.",1
Зарьований єбальник Зелений спальник Віршик не склався Як і моє життя  Але ж не може бути так завжди.,1
"Пан Геращенко за допомогою слова запалює гузно підару з ""Інтеру"".",1
"Вiн нас наябував, казав - нема чортiв.",1
"Здається китайці & ""братушки"" руснявих збираються насрати на спину Вові.",1
"Доречі Емірати теж піздато з хімією ""удобрілі"" своє.",1
Коли херово то всюди і по максимуму,1
"Ой блть, як же ти заєбав.",1
"Сонечко,ти більше не лох  Все для тебе,свіжачок реакційний)",1
"бля, це ж, це ж, це ж....",1
Ахуєнно Блять Як же це ахуєнно Давно такого не було Кончаю аххаза,1
"До списку належать також ""журналізди"" і ""журнашлюхи"", ""хробацьке"" в стосунку до Горомадського, тощо.",1
01:39 саме час слухати як трахаються сусіди зверху,1
"Хиів доєбатись, та хтось мені каже що я не молодий(",1
"Ти впускаєш Снятин у своє життя, а там піздєц.",1
"Що там, блять, за скотина собі самооцінку підіймає?",1
"Якщо жарко навіть в метро, то ну його нахуй таке літо",1
"Тобто сєпари могли просто нам вугілля не продавати, і Україні настав би пиздець?",1
"Одразу ж видно, шо нічого вона в руках, крім пеніса, не тримала.",1
І хочеться стати іншою блять людиною.,1
"та ну вас з Алєгом в пізду  Я, блядь, заснути не можу, бо повторюю уєбанське «алєгалєгалєг» і ржу.",1
"нажаль _нє сгорєла_ сука :( а в іншому – шлачище, якого годі шукати. рівень кіностудії ""Азілум""",1
"кишені її (казну гг) наповнюють. мов ""мог би і атпустіть, но аштрафавал!"" – оце вся суть тої пиздоти.",1
"Чого я так хвилююся, курва.",1
"бля, я не до того твіту подумав",1
"йобаний сука насос, того йобаного вальсу не буде",1
"Такий секс, шо лиш завалити та їбати.",1
Охуїваю з формулювання і вміння переливати з пустого в порожнє,1
Та заїбали ви тим шоколадним вином.,1
ща теж забіжу на кілька хв) може якогось кобу нахуй пошлем,1
"Стадіон заспівав Путін хуйло, диктор, тактовно замовчав щоб по тєльчику почули",1
"Бляха, такими темпами я скоро буду ходити митись до друзів, бо я заєбався в тих тазіках купцятись.сук.",1
"Скільки б там не ржали над стандартами BBC, але ось кіно вони зробили охуєнне.",1
"...а українська може розширити до ""гарний, як срака навиворіт"" і ""гівно доганяло""",1
"освітянська програма з сучасного мистецтва, архітектури та дизайну «Забей ебло»",1
ахахха))) Зоряні Війни блеать!,1
Поправляла труси і випадково подрочила.,1
"Вже чую що буде пізда, але після славського щось нічого не страшно",1
А задня сторона руки взагалі піздєц як мило.,1
"Як-то кажуть важко охуєвать, але треба.",1
"ОТ блять, от просто блятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьбблятьблятьблятьблятьблятьблятьблятьблятьблять.",1
Тоді тягни свою жопу в Сільпо!,1
Скажи нихай  розблокірує Педоси а то б-г знає за шо вона наклала на нас анафиму,1
"Усе, що вони при мені говорили, мало означати ""ми піздєц які багаті і охуєнні, прям срем грошима"".",1
Під сральник привчити не вдалось.,1
"Я ж заїбу, й мені таки скажуть",1
"Просто скажи йому три головних слова: ""Ти ахуєл, сука?"".",1
Ясно що то всі так І чекають почути що все хуйово щоб потішити своє самолюбіє,1
"Я прямо охуїваю, що є люди, котрі живуть з хлопцем/дівчиною та можуть цілуватися коли завгодно.",1
"Йобаний південний, я паходу заблудилась :D",1
"шарф розміром з ковдру і як його, блять, носити?",1
"таксама ахуенна, таму што каля ложка бутэлька каньяку :)",1
"От вобше біль з болю, коли навіть торкнутися не можеш людини, яку б радо виїбав.",1
"Говориш якусь хуйню і вдаєш, що ти нормальна людина.",1
Підори що стріляють салюти: вбийте себе нахуй будьласка.,1
Можна новій бухгалтерші в'їбати з ноги???,1
"Побула там, забула нащо, поїхала додому, тепер згадала й знову мчуся в жопу.",1
"- Це так мімімі ^_^ - Фафафа, бле*ть.",1
"от не люблю я слова типу ""дура"", ""ідіотка"", ""дурепа"" в свою сторону. навіть в жарт.",1
"але ти погоджуєшся, що в мене срань?",1
Як же мене заїбало твоє лицемірство.,1
Нє Бо тобі єбуть мозги за то що ти ніхуя не помічаєш,1
бо я сам соціоблядь мені хватає,1
"ну шо, я вже не можу поставити шосьв честь свого дн? піздєц ти странна",1
"Швидше за все, ви і є та погана людина!",1
"Адна дєвачка-прідурок, а ви, трі гєнєрала, ні хєра нє можетє здєлать!",1
"Останній день весни хочеться провести якось атмосферно, але хуй там.",1
"Дуже кайфово, коли хотіла зробити манік, а мамі хтось подзвонив і вона сказала, шоб я йшла нахєр.",1
Ну я б сказав ніхуйово почали:),1
Та якого хуя мене розбудили в 8 ранку?!,1
Мені священик гріхи не відпустив бо я не хотів пообіцяти бабів не трахати Лаллл,1
"Ми вже запаслись, і ніхуя не платочками гг",1
бля чуствувала таку оібду за цей кафкіанський процес. якби тебе виперли я б зневірилась в человечестві,1
"Хочеться певних людей підпустити до себе якомога ближче, але зберігайте, блять, дистанцію.",1
"Виспавсь - це коли мозок так заїбався вигадувать тобі сни, що останні 30 хвилин показував документальне кіно «смажимо млинці».",1
"Відповідає адвокат, та лідєр партії ""Спільна Дія"": В голові одне: доколє блять?",1
"Бля, 2008го року Кравчук, Фокін та інші екс-друїди заснували ""раду старійшин"".",1
сука-сука)  йому підсадили якихось їбанатів вести сторінки)))),1
Ти маєш невпинно працювати над рівнем власного похуїзму.,1
та і хотілося вмантулити йому по мордяці. мурло підстаркувате,1
"Це так, як забарикохуятися, тільки без хуїв.",1
"- Тому й живеш у гівні...""",1
А там якийсь чувак старший за нього на 6 років постить жарти про бульбулятор та якусь хуйню.,1
У Книріка та його колег по борделю продовжують палати пердаки.,1
Можеш просто знімати своє гарне їбало.,1
"бляха, я вже навіть забув за то))))",1
Не їбіть мозок і дійте.,1
" через підорасів без почуття гумору, мудило ти в спортивних штанцях, престиж падає",1
"- Слухайте, ви такі милі (читай єбануті), у мене є знайомий сценарист, з вас можна списати класних героїв сіткому.",1
"Погода в Луцьку, звісно, повний блять Бандерштат.",1
"Не пиздіть: усю порожнечу всередині, котру ви буцімто відчуваєте, можна легко заповнити смаженою картопелькою.",1
"Я єбав, другий день з пацанами єбашимо як коні Але і бабкі нармасні рубаємо))0)",1
"Таку прєлєсть показали, музей хуїв в Ісландії",1
"Грузія завтра отримує безвізовий, а ми залупу за воротнік",1
"Мама говорила шо я самий умний і самий красівий, но я то знаю шо то все піздьож (с) Сірьожа",1
єбать ти упорота ще б коли помітила,1
"Люди, котрі вибивають килим о 10й вечора, взагалі нормальні, блять?",1
"Блять, столице, за що ти так?",1
"а ще не можна шутити, що ""ох ти й підар"", бо може образитися",1
Привезти замість них тобі французьких парфумів і ще якоїсь поїботи?,1
ніколи  не постила тут сіські і жопу. треба починати чи шо?,1
А з яких саме?В Україні Троєпедосся!,1
"Сууууукаааа, який же ж ахуєнний момент, коли вчитель на парі починає розповідати, яке Бердичів класне місто)))))))))))))",1
"Ну, нам спочатку показували просто їх секс і я така: бляяя, оце бляха ахуєнно.",1
"   >> Приходить п***а на ніжках: -Дайте мені лікарняний,затрахали мене,не можу більше!",1
Тому курва підтримуйте один одного.,1
піздєц О___о і якби зі мною таке сталося ти б мені те саме говорила?),1
"Ти чекай, вона ще щоки надує, ващє ахуєєш))))",1
ми вже прийшли) старі пердуни),1
не дивитися російське - значить нахуй),1
"Колись я говорив, що коли я п'яний то я найахуєнніший який тільки можу бути.",1
Негоже в мому віці хуйньою страдати...,1
"А там така баба агонь, всім піздюліну",1
"Хочу бути інтелектуалкою ХХ століття: трахаєшся і обсуждаєш філософію Просвітництва і Гітлєра, оце жиза, а не отето наше всьо.",1
"176 гавнюков Суууууукааааа, єбать маман мочить, я аж проорав +1 до ахуєнних фраз",1
- А ви хуй у бєлкі бачили?,1
ой корочь дай я прост себе підїбу і всьо,1
"Я вважаю її продажною курвою, яка ганьбить ім'я свого батька.",1
"От блять, коли в пості пісня ніяк не в'яжеться з картинкою, хочеться пиздити.",1
— Потому что ты омерзителен!,1
"Бо це не голос, а піздєц!",1
"Коли навколо відбувається якась хуйня, не стримуйся - ний і рюмсай.",1
"Думаю, вона і без твоєї дохуя експертної думки це зрозуміла, приправа ти",1
"Привіт, сніг, ти що ахуєл, я не готова носити колготи під штани.",1
" так багато мудаків, думай про хороше. :)",1
труба труби трубі трубою про трубу. наша відповідь чемберленові: пизда пизди пизді пиздою про пизду.,1
"от просто унікально-сказачний далбайоб, а не Діма",1
"От же ж блять, а в мене вдома навіть хліба нема...",1
" ага, то всьо ти пафосна сучка=)",1
Хочу слухати vivienne mort і трахатись.,1
"Весь ранок - це піздєц, а ми в ньому ридаємо як сучки.",1
"весна з мене знущається!!! не хоче, щоб я нове пальто вигуляла. весна - ти курва! я все сказала.",1
"А коротко  Хто ідіот, що піздєц",1
який же ти все-таки мудак,1
"Блять, ну як можна бути такими конченими, сука?",1
"з вами засранцями, скоро все атрофується окрім вміння пити і говорити як я вас люблю :)",1
"Ну то ж не можна просто дружити, то треба свій хуй всюди засунути.",1
" ахаха, ну бля :D  Нашо їй моя фотка?",1
"#Добриранок всім, кроми тих, хто ниприїхав в Педоси копати картоплю.",1
"В одній я, в іншій павук, сука.",1
Нє ну 2 хв. на таку кількість замін #судьяуебан,1
Зі сном явно відбувається якась хуйня.,1
"факт. той самий випадок, коли українець мокає мордою руського за помилки в написанні російською. теплота.",1
я так ахуєввала коли вони мене читать починали,1
Повний пиздець це не наукова категорія.,1
"Потім відкоркували, і першим сказаним словом було ""охуєнно"".",1
"Ще раз буде повтор – зроблю все, щоб уйобка а) знищити фінансово і б) посадити під шконку нахуй.",1
випустила в дворі і втікла. а він біг за мною і нявчав. бляха тепер мені сумно дуже.,1
"Робимо ставки панове, на те, скільки разів на цьому тижні мене вз'їбуть на роботі...",1
"Ну блет, хто вам заважає говорити про спорт, камон.",1
Хвостів дохуя - мізків ніхуя.,1
І за яких причин і коли Порошенко срав йому в борщ? http://m.,1
"ну а хулі, реально ж йобаний стид",1
"хочу знову писати статті, але свій шанс я вже благополучно проєбала.",1
" бля, подивися мій останній твіт))))))",1
"Мене так інші баби не люблять, пздц.",1
"Ващє-ващє любий казан, де їх будуть колоти вилами усі, просто тупо всі чорти.",1
"Нарешті блядь, Сколєнія визнана краною агресором.",1
